time,left_arm_0_joint,left_arm_1_joint,left_arm_2_joint,left_arm_3_joint,left_arm_4_joint,left_arm_5_joint,left_arm_6_joint,left_hand_synergy_joint,right_arm_0_joint,right_arm_1_joint,right_arm_2_joint,right_arm_3_joint,right_arm_4_joint,right_arm_5_joint,right_arm_6_joint,right_hand_synergy_joint,head_neck_pitch_joint,head_neck_roll_joint,head_neck_yaw_joint,head_head_tilt_joint,head_eyes_tilt_joint,head_left_eye_joint,head_right_eye_joint
0.000356,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.033495,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.066867,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.100182,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.133485,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.166955,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.200110,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.234886,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.266838,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.300160,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.333442,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.366818,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.400165,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.433481,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.466833,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.500118,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.533524,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.566793,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.600104,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.633500,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.666832,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.700157,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.733480,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.766804,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.800127,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.833499,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.866823,-1.48358285427,0.88875246048,2.01579594612,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.900117,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.933495,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.966779,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.000215,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.033505,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.067085,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.100135,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.133502,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.166803,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.200126,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.233496,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.266885,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.300193,-1.48358285427,0.88875246048,2.01579594612,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.333507,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.366795,-1.48358285427,0.88875246048,2.01579475403,-0.81428027153,2.00787973404,-1.15531051159,-2.88240909576,0.0176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
